,Protein 1 ID,P1 name,Protein 2 ID,P2 name,Retained DDIs,Lost DDIs
11818,ENSG00000139211,AMIGO2,ENSG00000176020,AMIGO3,PF00560-PF13855 ; PF00047-PF13855 ; PF13855-PF13855,-
11819,ENSG00000136273,HUS1,ENSG00000172613,RAD9A,PF04005-PF04139,-
11820,ENSG00000136273,HUS1,ENSG00000113456,RAD1,PF04005-PF02144,-
11821,ENSG00000164405,UQCRQ,ENSG00000156467,UQCRB,PF02939-PF02271,-
11822,ENSG00000164405,UQCRQ,ENSG00000179091,CYC1,PF02939-PF02167,-
11823,ENSG00000164405,UQCRQ,ENSG00000169021,UQCRFS1,PF02939-PF02921,-
11824,ENSG00000164405,UQCRQ,ENSG00000010256,UQCRC1,PF02939-PF05193,-
11825,ENSG00000164405,UQCRQ,ENSG00000140740,UQCRC2,PF02939-PF05193,-
11826,ENSG00000075673,ATP12A,ENSG00000069849,ATP1B3,PF00689-PF00287,-
11827,ENSG00000108262,GIT1,ENSG00000129675,ARHGEF6,PF12796-PF14604 ; PF01412-PF00169,-
11828,ENSG00000108262,GIT1,ENSG00000139436,GIT2,PF16559-PF16559 ; PF12796-PF01412 ; PF12796-PF12796 ; PF01412-PF01412 ; PF01412-PF12796,-
11829,ENSG00000108262,GIT1,ENSG00000140992,PDPK1,PF12796-PF00069,-
11830,ENSG00000108262,GIT1,ENSG00000213672,NCKIPSD,PF12796-PF00018 ; PF01412-PF00018,-
11831,ENSG00000108262,GIT1,ENSG00000117650,NEK2,PF12796-PF00069,-
11832,ENSG00000108262,GIT1,ENSG00000110031,LPXN,PF12796-PF00412,-
11833,ENSG00000108262,GIT1,ENSG00000089159,PXN,PF12796-PF00412,-
11834,ENSG00000108262,GIT1,ENSG00000124181,PLCG1,PF12796-PF00018 ; PF01412-PF00018,-
11835,ENSG00000108262,GIT1,ENSG00000160447,PKN3,PF12796-PF00069,-
11836,ENSG00000108262,GIT1,ENSG00000087191,PSMC5,PF12796-PF17862,-
11837,ENSG00000108262,GIT1,ENSG00000108262,GIT1,PF16559-PF16559 ; PF12796-PF12796 ; PF12796-PF01412 ; PF01412-PF12796 ; PF01412-PF01412,-
11838,ENSG00000108262,GIT1,ENSG00000140682,TGFB1I1,PF12796-PF00412,-
11839,ENSG00000108262,GIT1,ENSG00000136238,RAC1,PF12796-PF00071 ; PF01412-PF00071,-
11840,ENSG00000108262,GIT1,ENSG00000102606,ARHGEF7,PF12796-PF00018 ; PF01412-PF00169 ; PF01412-PF00018,PF12796-PF14604
11841,ENSG00000108262,GIT1,ENSG00000152495,CAMK4,PF12796-PF00069,-
11842,ENSG00000108262,GIT1,ENSG00000105559,PLEKHA4,PF01412-PF00169,-
11843,ENSG00000108262,GIT1,ENSG00000138376,BARD1,PF12796-PF12796 ; PF01412-PF12796,-
11844,ENSG00000108262,GIT1,ENSG00000149269,PAK1,PF12796-PF00069,-
11845,ENSG00000108262,GIT1,ENSG00000177885,GRB2,PF12796-PF00018 ; PF01412-PF00018,-
11846,ENSG00000111361,EIF2B1,ENSG00000070785,EIF2B3,PF01008-PF00483,-
11847,ENSG00000111361,EIF2B1,ENSG00000118046,STK11,PF01008-PF00069,-
11848,ENSG00000111361,EIF2B1,ENSG00000111361,EIF2B1,PF01008-PF01008,-
11849,ENSG00000111361,EIF2B1,ENSG00000134001,EIF2S1,PF01008-PF00575 ; PF01008-PF07541,-
11850,ENSG00000111361,EIF2B1,ENSG00000115211,EIF2B4,PF01008-PF01008,-
11851,ENSG00000184787,UBE2G2,ENSG00000072803,FBXW11,PF00179-PF00400,-
11852,ENSG00000184787,UBE2G2,ENSG00000100505,TRIM9,PF00179-PF13920,-
11853,ENSG00000184787,UBE2G2,ENSG00000173120,KDM2A,PF00179-PF00646,-
11854,ENSG00000184787,UBE2G2,ENSG00000204308,RNF5,PF00179-PF13920,-
11855,ENSG00000184787,UBE2G2,ENSG00000163961,RNF168,PF00179-PF14447,-
11856,ENSG00000184787,UBE2G2,ENSG00000102858,MGRN1,PF00179-PF13920,-
11857,ENSG00000184787,UBE2G2,ENSG00000135679,MDM2,PF00179-PF13920,-
11858,ENSG00000184787,UBE2G2,ENSG00000133112,TPT1,PF00179-PF00838,-
11859,ENSG00000184787,UBE2G2,ENSG00000092871,RFFL,PF00179-PF13920,-
11860,ENSG00000184787,UBE2G2,ENSG00000184787,UBE2G2,PF00179-PF00179,-
11861,ENSG00000184787,UBE2G2,ENSG00000102879,CORO1A,PF00179-PF00400,-
11862,ENSG00000184787,UBE2G2,ENSG00000185345,PRKN,PF00179-PF00240 ; PF00179-PF17978,-
11863,ENSG00000184787,UBE2G2,ENSG00000135870,RC3H1,PF00179-PF13445,-
11864,ENSG00000184787,UBE2G2,ENSG00000102178,UBL4A,PF00179-PF00240,-
11865,ENSG00000184787,UBE2G2,ENSG00000130985,UBA1,PF00179-PF09358 ; PF00179-PF00899,-
11866,ENSG00000184787,UBE2G2,ENSG00000159461,AMFR,PF00179-PF18442,PF00179-PF13639
11867,ENSG00000184787,UBE2G2,ENSG00000105428,ZNRF4,PF00179-PF13639,-
11868,ENSG00000184787,UBE2G2,ENSG00000157450,RNF111,PF00179-PF13639,-
11869,ENSG00000184787,UBE2G2,ENSG00000033178,UBA6,PF00179-PF00899 ; PF00179-PF09358,-
11870,ENSG00000184787,UBE2G2,ENSG00000167770,OTUB1,PF00179-PF10275,-
11871,ENSG00000204969,PCDHA2,ENSG00000250120,PCDHA10,PF08266-PF00028 ; PF00028-PF08266 ; PF00028-PF00028,-
11872,ENSG00000129993,CBFA2T3,ENSG00000078699,CBFA2T2,PF01753-PF01753 ; PF08788-PF08788 ; PF07531-PF07531,-
11873,ENSG00000129993,CBFA2T3,ENSG00000079102,RUNX1T1,PF01753-PF01753 ; PF08788-PF08788 ; PF07531-PF07531,-
11874,ENSG00000170276,HSPB2,ENSG00000109846,CRYAB,PF00011-PF00011 ; PF00011-PF00525,-
11875,ENSG00000170276,HSPB2,ENSG00000152137,HSPB8,PF00011-PF00011,-
11876,ENSG00000170276,HSPB2,ENSG00000170276,HSPB2,PF00011-PF00011,-
11877,ENSG00000006607,FARP2,ENSG00000174827,PDZK1,PF00169-PF00595 ; PF00373-PF00595 ; PF00621-PF00595,-
11878,ENSG00000006607,FARP2,ENSG00000213923,CSNK1E,PF00169-PF00069 ; PF00621-PF00069,-
11879,ENSG00000006607,FARP2,ENSG00000163558,PRKCI,PF00169-PF00433 ; PF00169-PF00130 ; PF00169-PF00069 ; PF00621-PF00130 ; PF00621-PF00564 ; PF00621-PF00069,-
11880,ENSG00000006607,FARP2,ENSG00000213281,NRAS,PF00169-PF00071 ; PF00373-PF00071 ; PF00621-PF00071,-
11881,ENSG00000151320,AKAP6,ENSG00000196218,RYR1,-,PF00435-PF13833
11882,ENSG00000151320,AKAP6,ENSG00000198668,CALM1,-,PF00435-PF13833
11883,ENSG00000183495,EP400,ENSG00000164032,H2AZ1,-,PF00176-PF00125 ; PF00271-PF00125
11884,ENSG00000183495,EP400,ENSG00000181449,SOX2,-,PF00176-PF00505 ; PF00271-PF00505
11885,ENSG00000183495,EP400,ENSG00000175792,RUVBL1,-,PF00271-PF06068
11886,ENSG00000183495,EP400,ENSG00000136518,ACTL6A,PF07529-PF00022,-
11887,ENSG00000183495,EP400,ENSG00000105204,DYRK1B,-,PF00271-PF00069
11888,ENSG00000183495,EP400,ENSG00000109670,FBXW7,-,PF00176-PF00400 ; PF00271-PF00400
11889,ENSG00000183495,EP400,ENSG00000077080,ACTL6B,PF07529-PF00022,-
11890,ENSG00000183495,EP400,ENSG00000112983,BRD8,-,PF00176-PF00439 ; PF00271-PF00439
11891,ENSG00000183495,EP400,ENSG00000127616,SMARCA4,-,PF00176-PF00439 ; PF00176-PF00176 ; PF00176-PF00271 ; PF00271-PF00439 ; PF00271-PF00176 ; PF00271-PF00271
11892,ENSG00000183495,EP400,ENSG00000015171,ZMYND11,-,PF00176-PF00439 ; PF00271-PF00439
11893,ENSG00000031823,RANBP3,ENSG00000164070,HSPA4L,PF00638-PF00012,-
11894,ENSG00000031823,RANBP3,ENSG00000132341,RAN,PF00638-PF00071,-
11895,ENSG00000031823,RANBP3,ENSG00000162231,NXF1,PF00638-PF02136,-
11896,ENSG00000031823,RANBP3,ENSG00000066044,ELAVL1,PF00638-PF00076,-
11897,ENSG00000031823,RANBP3,ENSG00000119335,SET,PF00638-PF00956,-
11898,ENSG00000031823,RANBP3,ENSG00000082898,XPO1,PF00638-PF08767,-
11899,ENSG00000031823,RANBP3,ENSG00000187109,NAP1L1,PF00638-PF00956,-
11900,ENSG00000031823,RANBP3,ENSG00000120694,HSPH1,PF00638-PF00012,-
11901,ENSG00000151702,FLI1,ENSG00000139083,ETV6,PF02198-PF02198 ; PF02198-PF00178 ; PF00178-PF02198 ; PF00178-PF00178,-
11902,ENSG00000151702,FLI1,ENSG00000126767,ELK1,PF02198-PF00178 ; PF00178-PF00178,-
11903,ENSG00000071575,TRIB2,ENSG00000198742,SMURF1,PF00069-PF00168 ; PF00069-PF00397,-
11904,ENSG00000071575,TRIB2,ENSG00000108443,RPS6KB1,PF00069-PF00433 ; PF00069-PF00069,-
11905,ENSG00000071575,TRIB2,ENSG00000090447,TFAP4,PF00069-PF00010,-
11906,ENSG00000071575,TRIB2,ENSG00000143207,COP1,PF00069-PF00400,-
11907,ENSG00000071575,TRIB2,ENSG00000196182,STK40,PF00069-PF00069,-
11908,ENSG00000071575,TRIB2,ENSG00000160803,UBQLN4,PF00069-PF00627 ; PF00069-PF00240,-
11909,ENSG00000071575,TRIB2,ENSG00000164039,BDH2,-,PF00069-PF00106
11910,ENSG00000071575,TRIB2,ENSG00000173334,TRIB1,PF00069-PF00069,-
11911,ENSG00000071575,TRIB2,ENSG00000141564,RPTOR,PF00069-PF02985 ; PF00069-PF00400,-
11912,ENSG00000071575,TRIB2,ENSG00000166167,BTRC,PF00069-PF00400,-
11913,ENSG00000071575,TRIB2,ENSG00000055130,CUL1,PF00069-PF00888,-
11914,ENSG00000122574,WIPF3,ENSG00000198399,ITSN2,PF02205-PF00018,-
11915,ENSG00000122574,WIPF3,ENSG00000205726,ITSN1,PF02205-PF00018,-
11916,ENSG00000122574,WIPF3,ENSG00000177885,GRB2,PF02205-PF00018,-
11917,ENSG00000251322,SHANK3,ENSG00000161681,SHANK1,PF00536-PF00536 ; PF07653-PF07653 ; PF12796-PF12796 ; PF17820-PF17820,-
11918,ENSG00000251322,SHANK3,ENSG00000117676,RPS6KA1,PF00536-PF00069 ; PF12796-PF00069,-
11919,ENSG00000251322,SHANK3,ENSG00000160310,PRMT2,PF07653-PF00018 ; PF12796-PF00018,-
11920,ENSG00000251322,SHANK3,ENSG00000158092,NCK1,PF07653-PF00018 ; PF07653-PF00017 ; PF12796-PF00018 ; PF12796-PF14604,-
11921,ENSG00000251322,SHANK3,ENSG00000080845,DLGAP4,PF17820-PF03359,-
11922,ENSG00000251322,SHANK3,ENSG00000100030,MAPK1,PF00536-PF00069 ; PF12796-PF00069,-
11923,ENSG00000251322,SHANK3,ENSG00000197694,SPTAN1,PF07653-PF00018 ; PF12796-PF00018 ; PF12796-PF13499,-
11924,ENSG00000251322,SHANK3,ENSG00000170579,DLGAP1,PF17820-PF03359,-
11925,ENSG00000251322,SHANK3,ENSG00000102606,ARHGEF7,PF07653-PF07653 ; PF07653-PF00018 ; PF12796-PF00018 ; PF17820-PF16523,PF12796-PF14604
11926,ENSG00000251322,SHANK3,ENSG00000116544,DLGAP3,PF17820-PF03359,-
11927,ENSG00000251322,SHANK3,ENSG00000177885,GRB2,PF07653-PF00018 ; PF07653-PF00017 ; PF12796-PF00018,-
11928,ENSG00000156983,BRPF1,ENSG00000083168,KAT6A,PF00439-PF00628 ; PF10513-PF01853 ; PF10513-PF17772,-
11929,ENSG00000156983,BRPF1,ENSG00000136997,MYC,PF00439-PF00010,-
11930,ENSG00000156983,BRPF1,ENSG00000204256,BRD2,PF00439-PF00439,-
11931,ENSG00000156983,BRPF1,ENSG00000203811,H3C14,PF00439-PF00125,-
11932,ENSG00000156983,BRPF1,ENSG00000136504,KAT7,PF10513-PF17772 ; PF10513-PF01853,-
11933,ENSG00000156983,BRPF1,ENSG00000111653,ING4,PF10513-PF12998,-
11934,ENSG00000156983,BRPF1,ENSG00000168395,ING5,PF10513-PF12998,-
11935,ENSG00000186908,ZDHHC17,ENSG00000133703,KRAS,PF12796-PF00071,-
11936,ENSG00000186908,ZDHHC17,ENSG00000115694,STK25,PF12796-PF00069,-
11937,ENSG00000186908,ZDHHC17,ENSG00000123240,OPTN,PF12796-PF16516,-
11938,ENSG00000186908,ZDHHC17,ENSG00000151458,ANKRD50,PF12796-PF13637 ; PF12796-PF12796,-
11939,ENSG00000186908,ZDHHC17,ENSG00000157168,NRG1,PF12796-PF07679,-
11940,ENSG00000186908,ZDHHC17,ENSG00000185043,CIB1,PF12796-PF13499,PF12796-PF00036
11941,ENSG00000186908,ZDHHC17,ENSG00000175866,BAIAP2,PF12796-PF14604,-
11942,ENSG00000186908,ZDHHC17,ENSG00000104064,GABPB1,PF12796-PF12796 ; PF12796-PF13637,-
11943,ENSG00000186908,ZDHHC17,ENSG00000206503,HLA-A,PF12796-PF07654,-
11944,ENSG00000186908,ZDHHC17,ENSG00000143458,GABPB2,PF12796-PF12796 ; PF12796-PF13637,-
11945,ENSG00000186908,ZDHHC17,ENSG00000186908,ZDHHC17,PF01529-PF01529 ; PF12796-PF12796,-
11946,ENSG00000186908,ZDHHC17,ENSG00000002834,LASP1,PF12796-PF00412 ; PF12796-PF14604,-
11947,ENSG00000186908,ZDHHC17,ENSG00000140992,PDPK1,PF12796-PF00069,-
11948,ENSG00000186908,ZDHHC17,ENSG00000125733,TRIP10,PF12796-PF00018,-
11949,ENSG00000186908,ZDHHC17,ENSG00000127314,RAP1B,PF12796-PF00071,-
11950,ENSG00000186908,ZDHHC17,ENSG00000078114,NEBL,PF12796-PF14604 ; PF12796-PF00412,-
11951,ENSG00000163938,GNL3,ENSG00000242372,EIF6,PF01926-PF01912,-
11952,ENSG00000163938,GNL3,ENSG00000149273,RPS3,PF01926-PF07650,-
11953,ENSG00000110844,PRPF40B,ENSG00000104177,MYEF2,PF00397-PF00076,-
11954,ENSG00000110844,PRPF40B,ENSG00000119707,RBM25,PF00397-PF00076,-
11955,ENSG00000179965,ZNF771,ENSG00000204859,ZBTB48,PF00096-PF00651 ; PF00096-PF00096,-
11956,ENSG00000179965,ZNF771,ENSG00000243943,ZNF512,PF00096-PF00096,-
11957,ENSG00000105639,JAK3,ENSG00000162434,JAK1,PF18377-PF18379 ; PF18377-PF18377 ; PF17887-PF18379 ; PF18379-PF17887 ; PF18379-PF18379 ; PF18379-PF18377 ; PF07714-PF07714,-
11958,ENSG00000105639,JAK3,ENSG00000135446,CDK4,PF07714-PF00069,-
11959,ENSG00000105639,JAK3,ENSG00000157404,KIT,PF07714-PF07714,-
11960,ENSG00000105639,JAK3,ENSG00000213923,CSNK1E,PF07714-PF00069,-
11961,ENSG00000105639,JAK3,ENSG00000065361,ERBB3,PF07714-PF00757 ; PF07714-PF07714,-
11962,ENSG00000105639,JAK3,ENSG00000105397,TYK2,PF18377-PF18377 ; PF18377-PF18379 ; PF17887-PF18379 ; PF18379-PF18377 ; PF18379-PF17887 ; PF18379-PF18379 ; PF07714-PF07714,-
11963,ENSG00000105639,JAK3,ENSG00000115145,STAM2,PF07714-PF00018,-
11964,ENSG00000105639,JAK3,ENSG00000171094,ALK,PF07714-PF07714,-
11965,ENSG00000105639,JAK3,ENSG00000120899,PTK2B,PF07714-PF18038 ; PF07714-PF00373 ; PF07714-PF07714,-
11966,ENSG00000105639,JAK3,ENSG00000078061,ARAF,PF07714-PF07714,-
11967,ENSG00000105639,JAK3,ENSG00000168610,STAT3,PF18379-PF00017 ; PF07714-PF00017,-
11968,ENSG00000105639,JAK3,ENSG00000126561,STAT5A,PF18379-PF00017 ; PF07714-PF00017,-
11969,ENSG00000105639,JAK3,ENSG00000136738,STAM,PF07714-PF00018,-
11970,ENSG00000105639,JAK3,ENSG00000170312,CDK1,PF07714-PF00069,-
11971,ENSG00000105639,JAK3,ENSG00000185338,SOCS1,PF18379-PF00017 ; PF07714-PF00017,-
11972,ENSG00000147485,PXDNL,ENSG00000101445,PPP1R16B,PF07679-PF12796,-
11973,ENSG00000131845,AC005261.1,ENSG00000048028,USP28,PF00096-PF00443,-
11974,ENSG00000173207,CKS1B,ENSG00000145386,CCNA2,PF01111-PF00134 ; PF01111-PF02984,-
11975,ENSG00000173207,CKS1B,ENSG00000173207,CKS1B,PF01111-PF01111,-
11976,ENSG00000173207,CKS1B,ENSG00000105173,CCNE1,PF01111-PF00134 ; PF01111-PF02984,-
11977,ENSG00000173207,CKS1B,ENSG00000055130,CUL1,PF01111-PF00888,-
11978,ENSG00000173207,CKS1B,ENSG00000123975,CKS2,PF01111-PF01111,-
11979,ENSG00000173207,CKS1B,ENSG00000112144,ICK,PF01111-PF00069,-
11980,ENSG00000173207,CKS1B,ENSG00000127564,PKMYT1,PF01111-PF00069,-
11981,ENSG00000173207,CKS1B,ENSG00000170312,CDK1,PF01111-PF00069,-
11982,ENSG00000109920,FNBP4,ENSG00000198399,ITSN2,PF00397-PF00168,-
11983,ENSG00000109920,FNBP4,ENSG00000076356,PLXNA2,PF00397-PF01833,-
11984,ENSG00000109920,FNBP4,ENSG00000101266,CSNK2A1,PF00397-PF00069,-
11985,ENSG00000109920,FNBP4,ENSG00000104824,HNRNPL,PF00397-PF00076,-
11986,ENSG00000109920,FNBP4,ENSG00000196504,PRPF40A,PF00397-PF00397,-
11987,ENSG00000109920,FNBP4,ENSG00000205726,ITSN1,PF00397-PF00168,-
11988,ENSG00000138078,PREPL,ENSG00000164062,APEH,PF00326-PF00326 ; PF02897-PF00326,-
11989,ENSG00000138078,PREPL,ENSG00000138078,PREPL,PF00326-PF00326 ; PF00326-PF02897 ; PF02897-PF00326 ; PF02897-PF02897,-
11990,ENSG00000183137,CEP57L1,ENSG00000183137,CEP57L1,PF06657-PF06657,-
11991,ENSG00000139579,NABP2,ENSG00000143624,INTS3,PF01336-PF10189,-
11992,ENSG00000086015,MAST2,ENSG00000072803,FBXW11,PF00069-PF00400,-
11993,ENSG00000086015,MAST2,ENSG00000068028,RASSF1,PF00069-PF16517 ; PF00069-PF00788 ; PF00069-PF00130,-
11994,ENSG00000086015,MAST2,ENSG00000108953,YWHAE,PF00069-PF00244,-
11995,ENSG00000086015,MAST2,ENSG00000131023,LATS1,PF00069-PF00069 ; PF00069-PF00627,-
11996,ENSG00000086015,MAST2,ENSG00000168807,SNTB2,PF00069-PF00595,PF17820-PF00595
11997,ENSG00000086015,MAST2,ENSG00000023445,BIRC3,PF00069-PF00619 ; PF00069-PF00653,-
11998,ENSG00000086015,MAST2,ENSG00000163482,STK36,PF00069-PF13646 ; PF00069-PF00069,-
11999,ENSG00000086015,MAST2,ENSG00000127191,TRAF2,PF00069-PF00097,-
12000,ENSG00000086015,MAST2,ENSG00000166913,YWHAB,PF00069-PF00244,-
12001,ENSG00000086015,MAST2,ENSG00000135250,SRPK2,PF00069-PF00069,-
12002,ENSG00000086015,MAST2,ENSG00000117676,RPS6KA1,PF00069-PF00069 ; PF00069-PF00433,-
12003,ENSG00000086015,MAST2,ENSG00000171862,PTEN,PF00069-PF00782,-
12004,ENSG00000086015,MAST2,ENSG00000166167,BTRC,PF00069-PF00400,-
12005,ENSG00000162704,ARPC5,ENSG00000241553,ARPC4,PF04699-PF05856,-
12006,ENSG00000162704,ARPC5,ENSG00000115091,ACTR3,PF04699-PF00022,-
12007,ENSG00000162704,ARPC5,ENSG00000111229,ARPC3,PF04699-PF04062,-
12008,ENSG00000162704,ARPC5,ENSG00000133627,ACTR3B,PF04699-PF00022,-
12009,ENSG00000162704,ARPC5,ENSG00000138071,ACTR2,PF04699-PF00022,-
12010,ENSG00000162704,ARPC5,ENSG00000130429,ARPC1B,PF04699-PF00400,-
12011,ENSG00000135966,TGFBRAP1,ENSG00000006715,VPS41,PF00637-PF00637,-
12012,ENSG00000135966,TGFBRAP1,ENSG00000106799,TGFBR1,PF00780-PF00069,-
12013,ENSG00000135966,TGFBRAP1,ENSG00000139719,VPS33A,PF00637-PF00995,-
12014,ENSG00000135966,TGFBRAP1,ENSG00000104824,HNRNPL,PF00637-PF00076,-
12015,ENSG00000135966,TGFBRAP1,ENSG00000104142,VPS18,PF00637-PF00637,-
12016,ENSG00000139131,YARS2,ENSG00000134684,YARS1,PF00579-PF00579,-
12017,ENSG00000099326,MZF1,ENSG00000105810,CDK6,PF00096-PF00069,-
12018,ENSG00000099326,MZF1,ENSG00000135446,CDK4,PF00096-PF00069,-
12019,ENSG00000099326,MZF1,ENSG00000171222,SCAND1,PF02023-PF02023,-
12020,ENSG00000099326,MZF1,ENSG00000172466,ZNF24,PF02023-PF02023 ; PF00096-PF00096,-
12021,ENSG00000099326,MZF1,ENSG00000166261,ZNF202,PF02023-PF01352 ; PF02023-PF02023 ; PF00096-PF01352 ; PF00096-PF00096,-
12022,ENSG00000099326,MZF1,ENSG00000110395,CBL,PF00096-PF00627,-
12023,ENSG00000117091,CD48,ENSG00000116824,CD2,PF13895-PF07686 ; PF07686-PF05790 ; PF07686-PF07686,-
12024,ENSG00000100888,CHD8,ENSG00000141867,BRD4,PF00271-PF00439 ; PF00176-PF00439,-
12025,ENSG00000100888,CHD8,ENSG00000072803,FBXW11,PF00271-PF00400 ; PF00176-PF00400,-
12026,ENSG00000100888,CHD8,ENSG00000181449,SOX2,PF00271-PF00505 ; PF00176-PF00505,-
12027,ENSG00000100888,CHD8,ENSG00000164032,H2AZ1,PF00271-PF00125 ; PF00176-PF00125,-
12028,ENSG00000100888,CHD8,ENSG00000117222,RBBP5,PF00271-PF00400 ; PF00176-PF00400,-
12029,ENSG00000100888,CHD8,ENSG00000188486,H2AX,PF00271-PF00125 ; PF00176-PF00125,-
12030,ENSG00000100888,CHD8,ENSG00000063244,U2AF2,PF00271-PF00076 ; PF00176-PF00076,-
12031,ENSG00000100888,CHD8,ENSG00000174720,LARP7,PF00271-PF00076 ; PF00176-PF00076,-
12032,ENSG00000100888,CHD8,ENSG00000147601,TERF1,PF00271-PF00249 ; PF00176-PF00249,-
12033,ENSG00000100888,CHD8,ENSG00000113648,MACROH2A1,PF00271-PF00125 ; PF00176-PF00125,-
12034,ENSG00000100888,CHD8,ENSG00000132604,TERF2,PF00271-PF00249 ; PF00176-PF00249,-
12035,ENSG00000100888,CHD8,ENSG00000196363,WDR5,PF00271-PF00400 ; PF00176-PF00400,-
12036,ENSG00000100888,CHD8,ENSG00000065268,WDR18,PF00271-PF00400 ; PF00176-PF00400,-
12037,ENSG00000100888,CHD8,ENSG00000171316,CHD7,PF00271-PF00271 ; PF00271-PF00176 ; PF00176-PF00271 ; PF00176-PF00385 ; PF00176-PF00176,PF00385-PF00385 ; PF00385-PF00176
12038,ENSG00000154917,RAB6B,ENSG00000174903,RAB1B,PF00071-PF00071,-
12039,ENSG00000154917,RAB6B,ENSG00000175582,RAB6A,PF00071-PF00071,PF00071-PF08477
12040,ENSG00000154917,RAB6B,ENSG00000057608,GDI2,PF00071-PF00996,-
12041,ENSG00000154917,RAB6B,ENSG00000163513,TGFBR2,PF00071-PF07714,-
12042,ENSG00000154917,RAB6B,ENSG00000082805,ERC1,PF00071-PF09457,-
12043,ENSG00000154917,RAB6B,ENSG00000147127,RAB41,PF00071-PF00071,-
12044,ENSG00000154917,RAB6B,ENSG00000143761,ARF1,PF00071-PF00025,-
12045,ENSG00000154917,RAB6B,ENSG00000105559,PLEKHA4,PF00071-PF00169,-
12046,ENSG00000154917,RAB6B,ENSG00000222014,RAB6C,PF00071-PF00071,-
12047,ENSG00000154917,RAB6B,ENSG00000100241,SBF1,PF00071-PF02141 ; PF00071-PF00169 ; PF00071-PF03456,-
12048,ENSG00000154917,RAB6B,ENSG00000104388,RAB2A,PF00071-PF00071,-
12049,ENSG00000154917,RAB6B,ENSG00000122126,OCRL,PF00071-PF00620,-
12050,ENSG00000154917,RAB6B,ENSG00000203879,GDI1,PF00071-PF00996,-
12051,ENSG00000198836,OPA1,ENSG00000110047,EHD1,PF00350-PF00350,-
12052,ENSG00000198836,OPA1,ENSG00000160957,RECQL4,PF00350-PF00271,-
12053,ENSG00000140795,MYLK3,ENSG00000112062,MAPK14,PF00069-PF00069,-
12054,ENSG00000140795,MYLK3,ENSG00000136997,MYC,PF00069-PF00010,-
12055,ENSG00000085719,CPNE3,ENSG00000082701,GSK3B,PF00168-PF00069,-
12056,ENSG00000085719,CPNE3,ENSG00000157764,BRAF,PF00168-PF00130,-
12057,ENSG00000112984,KIF20A,ENSG00000115694,STK25,PF00225-PF00069,-
12058,ENSG00000112984,KIF20A,ENSG00000178999,AURKB,PF00225-PF00069,-
12059,ENSG00000112984,KIF20A,ENSG00000160447,PKN3,PF00225-PF00069,-
12060,ENSG00000112984,KIF20A,ENSG00000154237,LRRK1,-,PF00225-PF00069
12061,ENSG00000112984,KIF20A,ENSG00000157540,DYRK1A,PF00225-PF00069,-
12062,ENSG00000129946,SHC2,ENSG00000134909,ARHGAP32,PF00017-PF00620,-
12063,ENSG00000129946,SHC2,ENSG00000160691,SHC1,PF00640-PF00640 ; PF00640-PF00017 ; PF00017-PF00640 ; PF00017-PF00017,-
12064,ENSG00000129946,SHC2,ENSG00000177885,GRB2,PF00640-PF00017 ; PF00017-PF00018 ; PF00017-PF00017,-
12065,ENSG00000129946,SHC2,ENSG00000141736,ERBB2,PF00017-PF07714,-
12066,ENSG00000129946,SHC2,ENSG00000128052,KDR,PF00017-PF07714 ; PF00017-PF00047,-
12067,ENSG00000124172,ATP5F1E,ENSG00000099624,ATP5F1D,PF04627-PF02823,-
12068,ENSG00000157617,C2CD2,ENSG00000071205,ARHGAP10,PF00168-PF00169,-
12069,ENSG00000157617,C2CD2,ENSG00000145819,ARHGAP26,-,PF00168-PF00169
12070,ENSG00000187634,SAMD11,ENSG00000185513,L3MBTL1,PF07647-PF00536,-
12071,ENSG00000166938,DIS3L,ENSG00000123737,EXOSC9,PF17849-PF01138 ; PF17849-PF03725 ; PF00773-PF01138,-
12072,ENSG00000166938,DIS3L,ENSG00000178896,EXOSC4,PF17849-PF01138 ; PF17849-PF03725 ; PF00773-PF01138,-
12073,ENSG00000166938,DIS3L,ENSG00000120699,EXOSC8,PF17849-PF01138 ; PF17849-PF03725 ; PF00773-PF01138,-
12074,ENSG00000166938,DIS3L,ENSG00000077348,EXOSC5,PF17849-PF01138 ; PF17849-PF03725 ; PF00773-PF01138,-
12075,ENSG00000166938,DIS3L,ENSG00000075914,EXOSC7,PF17849-PF03725 ; PF17849-PF01138 ; PF00773-PF01138,-
12076,ENSG00000112149,CD83,ENSG00000133703,KRAS,PF07686-PF00071,-
12077,ENSG00000112149,CD83,ENSG00000164292,RHOBTB3,PF07686-PF00071,-
12078,ENSG00000112149,CD83,ENSG00000107779,BMPR1A,PF07686-PF01064,-
12079,ENSG00000112149,CD83,ENSG00000003989,SLC7A2,PF07686-PF13520,-
12080,ENSG00000112149,CD83,ENSG00000153707,PTPRD,PF07686-PF07679 ; PF07686-PF00041 ; PF07686-PF13927 ; PF00047-PF00102 ; PF00047-PF07679 ; PF00047-PF00041 ; PF00047-PF13927,-
12081,ENSG00000112149,CD83,ENSG00000177054,ZDHHC13,PF07686-PF13637,-
12082,ENSG00000112149,CD83,ENSG00000241973,PI4KA,PF07686-PF00613,-
12083,ENSG00000012048,BRCA1,ENSG00000132604,TERF2,PF00533-PF00249,-
12084,ENSG00000012048,BRCA1,ENSG00000036549,AC118549.1,PF00533-PF00249,-
